hardboil,softboil,colorshell,covered,stove,tastiness,shelloff
12.007206000510527,5.97400564373578,brown,covered,gas,3,1
9.812484250603909,4.660475333292722,white,covered,gas,4,1
12.670209855660397,7.477469985402751,brown,covered,electric,4,4
12.451360228604049,5.429458128506759,brown,uncovered,electric,5,2
8.998416468316153,5.506508471076048,white,uncovered,gas,2,3
10.330119806478193,5.9028601993141105,brown,uncovered,gas,2,4
11.651419017993828,8.102909885663854,brown,uncovered,gas,4,3
14.152122984248248,8.445728597829739,white,covered,gas,4,1
9.308055940763506,7.102368238833985,white,uncovered,gas,4,2
10.75300132907865,6.29227208490457,brown,covered,gas,4,5
10.372489093465992,7.035870407641814,white,covered,gas,4,1
11.706950670581637,7.113110214860881,white,covered,electric,3,1
10.861821394802647,6.882085803606367,white,uncovered,gas,4,5
9.202755353624045,6.519304278296257,white,covered,electric,3,4
14.638560289444559,6.3225275284082905,white,covered,electric,3,2
11.919098505216336,4.526066826237452,brown,uncovered,electric,3,1
11.323279043173965,6.056269536328137,brown,uncovered,gas,2,2
8.10893355216476,7.243161870483241,brown,uncovered,gas,4,3
10.367307228174079,6.370654722569769,brown,covered,gas,4,3
13.413296582907607,6.141485370124839,white,uncovered,electric,5,3
10.380317695384933,6.8290324730145064,white,uncovered,electric,4,2
9.854716502442198,6.769263431159007,white,covered,gas,1,3
13.33012153301078,6.008687739492193,white,uncovered,gas,3,2
9.393650589707823,5.772112229059061,white,uncovered,gas,1,1
12.157633125752461,6.087043593033289,white,uncovered,gas,1,2
10.96426353630568,6.907487176566327,white,covered,electric,1,4
10.36166720564381,7.766093406447337,brown,covered,gas,1,1
9.056951204204605,7.0855825953567,brown,covered,electric,1,1
11.650883630666886,6.2248422581613525,white,covered,gas,5,4
9.352847985352142,6.051130433026436,brown,covered,electric,5,2
7.7145006706089205,7.82850036687614,brown,covered,gas,2,1
9.29342547045277,6.262449479712393,white,covered,electric,4,2
10.336420269202833,8.741600820112186,brown,covered,electric,1,2
7.332727133092236,5.549022010382071,brown,uncovered,gas,4,2
7.973131229983656,5.846158908935977,white,covered,gas,5,5
10.688243046696776,6.994993607875727,brown,uncovered,gas,2,5
10.467194201526867,4.092193059586125,brown,covered,gas,1,4
10.018476109763377,4.881926802437679,brown,uncovered,electric,4,2
11.356887299858498,7.169135134654281,white,uncovered,gas,4,1
10.111227104472206,7.675912380108846,brown,covered,electric,2,5
12.975148305928409,6.6509191506339995,white,uncovered,electric,5,3
8.08607539903363,6.880050044835908,white,uncovered,electric,3,4
11.737757361633701,6.258111698973526,brown,uncovered,electric,3,5
9.310175718063602,7.938574834589817,brown,covered,electric,1,3
11.16870828403474,7.403295119940305,brown,uncovered,electric,4,1
10.430258112628534,5.969125806852743,brown,uncovered,electric,3,3
9.225025215580455,6.65218900994884,brown,uncovered,gas,2,3
10.04238646747106,7.126021292130607,brown,uncovered,electric,3,1
14.150688218774839,6.78839331681595,brown,covered,electric,2,5
11.720307959559275,6.708347629503182,white,uncovered,electric,3,2
11.147283278632187,5.579670385628375,white,uncovered,gas,2,2
13.867429291901633,3.8621291435581853,white,covered,electric,2,2
11.834351503056729,6.567894704456055,brown,uncovered,gas,4,1
12.0128214119637,7.2204400251719205,brown,uncovered,electric,4,4
16.2486172388896,6.199558890090646,white,uncovered,gas,3,5
12.24414686452483,4.954787710175035,brown,covered,gas,4,4
9.147696070180837,6.077676072170376,brown,covered,gas,5,3
8.019597921010288,6.878592181487081,white,uncovered,electric,3,5
7.737090842268577,6.291054866659493,white,covered,electric,5,5
9.168297742929965,5.820101554581127,brown,uncovered,electric,5,2
4.969867451263517,7.61156736038493,brown,covered,gas,5,4
9.186714308450254,6.043634356237017,white,uncovered,electric,2,4
12.30205126041884,7.272977305821536,brown,uncovered,gas,1,3
11.522971201428446,7.715373006445235,brown,covered,gas,2,4
9.544191897601573,7.01640063423349,brown,uncovered,gas,2,2
11.177877280183544,7.332414702765288,brown,uncovered,gas,3,5
10.015617307009379,7.887937922147952,white,uncovered,gas,4,2
9.836326135802208,6.350409418965913,brown,uncovered,gas,5,5
9.835344340717281,5.492551283069342,brown,uncovered,gas,3,4
11.425972032343248,5.623686358638408,white,covered,gas,4,1
13.939955524733534,5.788438509999181,white,uncovered,gas,5,4
15.091411870762538,8.293017939396846,white,uncovered,gas,1,5
8.796767216892388,5.7169215393415405,brown,uncovered,gas,3,5
10.317437751964766,7.484948801185738,white,covered,electric,5,1
10.36541964804353,5.538943855489038,brown,covered,electric,2,5
8.375382679679243,6.796228231283561,white,uncovered,electric,4,1
12.856998764421412,6.450206922182131,brown,covered,electric,2,3
10.290311085479352,5.409287617227347,white,covered,electric,5,4
14.289038186071272,6.784473330504428,white,uncovered,gas,3,2
8.830385835765131,6.986794432795494,white,uncovered,electric,4,5
16.326122701849567,5.470666671882007,white,covered,gas,5,4
12.68038681048893,6.427195948282324,white,covered,gas,3,3
10.519039772236086,6.567527420593455,brown,covered,electric,2,4
10.990431627797449,6.604687372644218,white,covered,electric,5,5
12.248143461119342,5.551758136594813,brown,covered,gas,4,5
11.82878205662213,5.026390619073375,brown,covered,gas,2,4
13.323380161187703,6.028747081603717,brown,uncovered,electric,3,5
8.347443612855386,7.070108594982529,white,covered,electric,4,5
8.08699533477813,7.0286919132543995,white,covered,gas,1,5
10.267805221590296,8.280412264707582,white,covered,electric,5,4
14.501917977966132,7.61381025967686,white,covered,gas,4,1
9.924037652046923,7.804909330853841,brown,covered,electric,4,2
13.97444739865886,6.19624755988803,white,covered,gas,2,5
10.849257144436153,6.9735688343286695,brown,covered,gas,3,3
10.498766814823528,5.10480416563228,white,uncovered,gas,3,5
13.343934983198539,6.1787549104516,brown,covered,electric,1,4
11.643282259358832,6.370153978259086,white,covered,electric,3,5
8.516138222570541,6.073988111152345,brown,covered,electric,2,2
6.987880332072193,7.411109732004269,white,covered,gas,2,3
14.220938568598534,5.511485949736298,brown,covered,electric,2,3
8.835082942532818,5.184133560639643,white,covered,gas,4,1
11.87203746413836,5.9391584028866236,brown,covered,electric,1,5
11.249390221554421,6.184846491077262,brown,covered,gas,2,2
8.906765598267373,4.759175178503532,white,uncovered,electric,3,5
12.85755078222254,5.811938756860914,brown,covered,gas,3,3
7.493906512932511,7.388749234515011,brown,covered,electric,1,2
11.62297205388829,4.628465025366247,brown,uncovered,electric,4,1
8.1289618078129,6.769062297728724,white,covered,electric,1,2
7.364398800454266,7.571137347634855,brown,uncovered,gas,2,5
11.000880236922582,5.2434588766819905,brown,covered,gas,1,1
10.854719582912915,7.738177473297222,white,uncovered,electric,5,5
7.9765651525933174,6.256103273344225,white,covered,electric,4,4
9.23431611687003,5.354142379409142,white,uncovered,gas,2,2
10.156398072966732,6.526288463597181,brown,covered,electric,3,5
8.258096276262824,6.652515436323798,brown,covered,gas,3,2
7.380705545938978,8.187328503696838,white,uncovered,gas,3,4
11.529751834310023,4.582621821804965,white,covered,gas,1,3
10.602014314617824,7.032197300920062,white,uncovered,gas,4,4
12.644781054096091,5.575722953329468,white,uncovered,electric,3,5
8.255537247142069,7.273635123639459,white,uncovered,electric,1,2
10.96755934963088,6.427820599564405,brown,uncovered,electric,5,4
9.024524777846054,5.505251458470034,brown,uncovered,electric,2,5
10.967943581996405,7.389904085710398,white,covered,gas,4,4
10.360400622427823,8.746681639192103,brown,uncovered,gas,2,2
11.999981403779374,5.571005397035891,white,uncovered,gas,2,5
14.350724636464435,7.170142197997361,white,covered,electric,4,2
9.411562258108845,5.866173528890428,white,uncovered,electric,2,3
15.142665151575713,4.280281877941887,brown,uncovered,electric,5,3
10.00207955257154,6.1275411108306885,white,uncovered,electric,3,2
9.05782803487166,7.204338509333367,brown,covered,gas,3,5
8.966696609705815,8.05670481148149,brown,uncovered,gas,3,5
10.641319960696807,8.109114294785831,white,uncovered,electric,3,3
10.081365843036098,6.650304267438601,brown,uncovered,gas,2,4
10.891442550564733,8.32715143744362,white,uncovered,gas,4,1
11.38929818943255,5.866224178614269,brown,uncovered,electric,4,1
9.903987879737398,6.878920728856675,brown,uncovered,electric,2,4
12.112668397338307,7.124164331694889,brown,covered,gas,4,5
9.585843470843741,4.9323571552914425,brown,covered,electric,1,4
10.533762295344985,7.049217371265591,brown,covered,gas,1,3
12.723412416619245,6.271719887552297,white,uncovered,gas,2,4
10.108177076679697,6.201435721570309,white,covered,gas,4,3
11.587216906150733,6.632388687203451,white,covered,electric,4,3
8.744699705710751,7.045978653991959,brown,uncovered,gas,5,2
12.242718420796509,6.943341299862844,white,uncovered,gas,1,1
12.787987768058018,8.2998551650021,brown,uncovered,gas,3,1
8.47535195073818,6.201576460326749,white,covered,gas,3,1
10.548011053049464,7.822088327681692,white,uncovered,gas,3,5
9.412229413221922,8.034002957291584,brown,uncovered,electric,4,4
8.343217459753628,5.585399451612583,brown,covered,gas,4,2
11.16371291160371,6.435031082533234,white,uncovered,electric,4,4
16.013394648061087,7.934864824762966,white,uncovered,electric,4,3
5.693500945062195,7.602497406297255,white,covered,electric,2,2
11.387393986376424,5.3723787259448805,brown,covered,electric,5,2
10.659027399157566,5.98481153998374,brown,uncovered,gas,1,1
11.130631350057117,7.296094653860111,white,uncovered,electric,4,5
12.40151037199665,6.938315490348803,white,uncovered,gas,3,2
10.77232914101755,5.984286238618978,brown,covered,gas,4,5
10.134778885726373,5.023599682290247,brown,covered,electric,4,5
14.953064608236202,5.784172657112872,white,covered,gas,3,1
12.251859498345114,5.413469539789938,brown,uncovered,electric,2,5
7.602991778112179,6.702581062082288,brown,uncovered,gas,3,5
12.750119535169166,6.382263040389461,white,uncovered,gas,4,1
11.14480303706835,8.603338003896178,white,covered,gas,4,2
8.372754955209476,6.784535055732004,white,covered,gas,3,2
11.767847264741961,5.994846260128762,brown,covered,gas,2,2
9.17538243965279,8.206829361483793,brown,covered,gas,4,3
9.030477773765076,5.64401321478331,white,uncovered,gas,5,1
14.062866587033877,6.34069246581051,brown,covered,gas,2,4
12.269633790505738,7.105362841950377,brown,covered,gas,3,4
10.747579157341109,6.6389989669868745,brown,covered,electric,1,4
11.518182916069623,6.5613808387587556,white,covered,gas,3,3
15.355610321672174,6.726260525319239,white,uncovered,electric,2,3
8.46548005903928,6.471148532565579,brown,uncovered,gas,4,3
12.85731924055876,5.285114248923437,brown,covered,electric,5,5
8.001705070626151,6.093880520991303,white,covered,gas,3,3
9.888828143160183,5.527817772552984,white,covered,electric,1,4
9.986970768647979,6.663600248791853,brown,covered,gas,5,1
11.822773754173388,5.4473809499254,brown,uncovered,electric,3,4
9.016717217730452,5.773429497555457,brown,uncovered,electric,4,3
9.451613502484308,7.221732735566105,brown,covered,gas,4,3
9.297702888871974,5.913190403048217,brown,covered,gas,3,4
13.349976950043704,7.248522983785607,white,uncovered,electric,2,3
10.67054372561252,5.635594565364572,brown,covered,gas,3,5
8.807425410141319,6.436791393693175,brown,uncovered,electric,1,4
10.34323467382584,5.921052194817163,white,covered,gas,5,4
13.692629860513042,8.114532264285048,brown,uncovered,electric,4,4
12.258107975866182,6.421623196479528,white,uncovered,gas,4,4
10.158576285501738,4.84637144070304,white,covered,gas,2,1
11.073674369365875,5.511056737236746,brown,uncovered,electric,3,1
9.042861256166796,4.20394493288823,brown,covered,electric,2,4
9.694269227081827,4.9573772067872035,brown,covered,gas,3,3
10.146414998520576,6.702983915516963,brown,covered,gas,4,5
14.036643630345885,7.240466184913151,white,covered,gas,4,5
10.143092267755183,5.135653386832372,brown,covered,electric,4,4
12.866966883622112,5.846029251489235,white,covered,gas,1,1
11.060716304113484,5.308785741449394,white,covered,electric,4,3
13.053969356287219,7.382692709685026,brown,covered,gas,3,3
14.301380373156139,5.196919403355338,white,uncovered,electric,5,2
9.134491875038439,6.3989515020216094,white,covered,gas,4,3
15.465408683296264,7.455304690473844,brown,covered,electric,3,4
9.054669403005965,7.116915939585191,brown,uncovered,gas,1,4
9.504452945173238,7.234923963391835,brown,covered,gas,2,1
11.130478010899436,8.551688207331244,white,covered,electric,1,3
5.621018758975202,7.904120859872409,white,uncovered,gas,4,1
9.82056899976462,7.214952411533005,white,uncovered,electric,2,3
9.429247778491266,7.302683157813758,white,covered,electric,5,2
8.94387739953316,7.900465491025085,brown,covered,electric,4,2
9.561418510088005,7.494861745337928,white,covered,electric,2,1
12.769556952395325,6.116944530307791,white,covered,electric,5,1
11.788827300079546,4.287387542065939,white,uncovered,gas,1,5
11.63660212231908,4.511898725019758,brown,uncovered,electric,1,5
9.27512549050828,6.017653778542149,white,uncovered,electric,4,1
12.403466796710076,7.992167998234112,white,covered,gas,3,3
12.83315736010335,6.766644791507756,brown,uncovered,electric,5,2
11.436159391218618,5.168632007570019,brown,covered,gas,2,3
9.739352165865386,7.7888553415485875,brown,covered,electric,1,4
10.724422622051934,5.903512690363057,brown,covered,gas,4,4
11.668955381303858,6.628631361595942,white,covered,electric,3,4
9.443761085349522,4.377466718305025,white,covered,gas,3,1
11.407003919468893,7.4759257784561335,white,covered,gas,4,2
11.948689694818245,7.419589293970944,brown,uncovered,gas,2,3
12.173311978395736,6.044291463897025,brown,uncovered,electric,4,5
11.508551279913029,5.166477627661789,brown,uncovered,electric,5,5
9.103562360110352,5.489103139369997,brown,uncovered,electric,5,3
10.581626682074322,4.628406207522946,white,covered,gas,5,1
10.975147029573657,8.828922202104579,brown,uncovered,electric,4,1
11.533904373155103,4.99339189978538,brown,covered,electric,5,5
8.365167480507433,6.645462361687698,white,covered,electric,4,5
3.81553550553616,5.546853858515109,white,covered,electric,5,1
13.50771593263174,7.479760284390799,brown,covered,electric,4,4
7.735405914492676,6.334072183616091,white,covered,electric,5,4
13.256297064488194,8.086736754818698,brown,covered,electric,3,4
9.604209463728523,6.976323839212792,white,uncovered,gas,3,4
11.919940847684614,6.6755169503768785,brown,uncovered,electric,3,1
11.845868121529046,6.19173016904011,white,covered,gas,1,1
10.85919955066492,6.775076802555518,brown,uncovered,electric,1,5
9.697283218173238,7.200692847391187,white,covered,gas,2,1
10.76361832248666,6.936017134481695,white,uncovered,electric,5,3
10.24986522742334,6.477682941625381,white,uncovered,gas,3,4
10.618488921986126,6.870601251695923,white,uncovered,electric,3,3
11.577698703814015,4.479906693806816,brown,uncovered,gas,4,4
11.391809182843758,7.546542781185621,brown,uncovered,gas,5,4
8.171994764470895,7.090193273646927,brown,covered,gas,2,5
12.778207908052833,5.707286780776449,white,covered,gas,2,4
11.663819203223218,6.676915287305149,white,covered,gas,2,1
14.722096318870667,7.7801445947905155,brown,uncovered,electric,4,1
10.793370418919363,6.9605140603718025,brown,uncovered,gas,5,4
12.10197587922974,6.585326839242016,brown,uncovered,electric,2,1
12.524030709155578,5.961714347589973,white,uncovered,gas,3,3
8.664461303732633,4.592540655522774,brown,uncovered,electric,1,3
9.423231216815337,5.814685674192015,brown,uncovered,electric,4,2
9.572966895396462,6.574574575685333,brown,uncovered,electric,1,4
11.865046696960734,5.4933996121175355,brown,covered,gas,1,4
12.296302190657519,6.2003035300212925,brown,covered,gas,5,5
11.992470063928234,7.772961627968029,white,uncovered,gas,2,5
10.69645312338853,6.74837997004778,white,covered,gas,1,3
10.203999919618262,6.112500776648486,white,covered,gas,2,1
8.800270230486671,6.297830008381092,white,covered,electric,5,1
14.296445675569505,7.190375241778271,brown,covered,electric,4,5
12.938866610993092,6.073624851217889,white,uncovered,electric,4,4
12.87675251564659,5.796598273925403,white,covered,gas,3,3
12.742171916988053,5.762547746568213,white,uncovered,gas,1,4
8.208354841252257,6.637404116355399,white,covered,electric,5,3
15.727530366823764,8.273483003511496,brown,covered,electric,4,2
10.994512133027484,6.509697705817034,white,uncovered,gas,1,4
12.315648287254014,7.520586295103256,brown,uncovered,gas,2,4
16.310978305535627,4.744239596933261,white,covered,gas,4,1
13.567937866410455,6.071435608940863,white,uncovered,electric,3,5
8.729960471427102,5.430207889064177,white,covered,gas,3,3
8.546539909499081,5.8923685626848625,brown,covered,electric,3,4
11.557825359986754,6.894414864946683,white,uncovered,gas,2,4
11.081697359751765,5.9311751316595,white,uncovered,electric,2,5
10.689075473744468,5.493796672263279,brown,covered,gas,2,5
13.571903976904695,6.479883738927352,brown,covered,electric,1,5
8.794797512139787,5.8093124071868365,white,covered,gas,3,1
10.869449856860173,5.501775994030308,brown,uncovered,gas,3,1
11.202336829990573,5.78831185638023,white,uncovered,gas,2,2
10.538505615547264,6.126485550752028,white,uncovered,electric,1,1
12.615971899419966,6.071594770221446,white,covered,gas,1,1
12.905237434494218,5.835594198759496,brown,uncovered,gas,3,4
10.037164606593283,5.162473272778861,white,uncovered,gas,3,5
10.207032006867848,4.460000215904522,brown,covered,electric,2,1
12.92674038920482,7.2353059287391694,white,uncovered,gas,3,4
9.566896931417475,6.969138840272241,white,uncovered,gas,3,5
8.358746868300821,6.297487255222756,white,covered,gas,5,5
11.016176798595604,3.7009069387825586,white,uncovered,gas,5,3
8.920760267975924,5.998139091801355,brown,covered,electric,1,2
9.5800268812878,6.381191077547406,white,covered,electric,1,2
11.975122986667955,6.152070547041106,white,covered,gas,2,1
10.137982707285481,6.2905725286346446,brown,uncovered,gas,3,2
10.377987088495367,6.374955982875968,white,uncovered,gas,2,4
15.276942407212463,7.318255646250396,brown,uncovered,electric,4,3
10.383460635045681,8.151593037251146,white,uncovered,gas,5,1
9.182425658068423,7.325671677772933,white,uncovered,electric,2,5
10.261889414009149,8.440929184019387,brown,covered,gas,5,4
6.847017043549462,6.900281207218358,white,uncovered,electric,2,4
12.714764640103995,7.966340860375656,white,uncovered,electric,4,3
9.733329559025558,5.871995496301654,white,uncovered,electric,3,1
8.158644261872357,5.729473562016874,brown,uncovered,gas,1,4
11.243184407619115,4.80877890920377,brown,uncovered,gas,4,1
11.62308595917961,6.542940817650094,brown,uncovered,gas,2,5
9.503546220538931,6.606694936229588,white,uncovered,gas,2,1
13.209836111769865,6.936507290093303,brown,uncovered,gas,5,5
13.350921502089035,6.664560100401667,white,uncovered,gas,2,5
15.081079968955244,4.829461888123218,white,covered,gas,5,4
11.952847359355413,8.360166187219079,brown,covered,gas,5,4
13.544358489254607,5.28440651077033,brown,uncovered,electric,3,1
10.778074550309105,8.187590404616735,white,uncovered,gas,3,2
11.031679773865047,5.530782514720284,white,covered,gas,3,2
10.399778981523157,7.352072957051161,brown,uncovered,electric,5,3
11.770624405900207,5.425274749594923,brown,uncovered,gas,1,2
14.000926701415548,6.916150086465125,white,covered,electric,2,3
7.921516082823038,6.5439161345135055,brown,covered,gas,3,5
7.622573997479954,6.53799615385351,white,covered,electric,1,2
11.085208350707086,6.2258281007885845,white,covered,gas,2,5
11.443263797278382,7.571730488721368,white,uncovered,gas,1,4
10.30201835832151,6.6892490779060605,white,covered,gas,2,2
8.9867161335707,7.090102771281308,white,uncovered,electric,4,3
13.343316436040837,7.335821731099071,brown,covered,gas,5,5
10.700695145495827,6.089972630811932,brown,covered,electric,3,1
10.774001356325943,6.17320443150766,brown,covered,gas,2,3
10.24063069913155,5.33347968112072,brown,covered,electric,2,2
12.759079510301685,6.461243730933438,white,uncovered,gas,1,5
12.326521412497469,5.492304537155746,white,uncovered,gas,2,4
10.538520946153737,7.492436168848732,white,covered,gas,3,5
13.622553022855966,6.662120696092596,white,covered,electric,3,1
11.699700270964165,4.997370437659348,brown,uncovered,electric,1,2
14.309567789015247,7.041890839523434,brown,uncovered,electric,3,4
10.301579669054567,5.940709776641911,brown,covered,electric,3,2
9.043210037349613,7.874534868455568,white,covered,electric,4,2
11.992466729632744,6.514822448636415,white,uncovered,electric,2,4
6.300814494398557,6.16879480941007,brown,uncovered,electric,3,5
8.68741148939813,7.76590835417625,white,covered,gas,2,5
12.8990666754251,6.7993769049841655,brown,covered,electric,5,2
10.314672510962497,6.879409332608974,white,covered,gas,1,2
11.217394337665223,5.077999255068001,white,uncovered,gas,5,5
8.80732539706265,7.27037136594155,white,uncovered,gas,1,5
6.776226756789452,5.27063745420515,brown,covered,gas,1,1
11.296271059722853,6.595620741683175,white,covered,gas,4,5
12.345288361702991,7.491135917982069,brown,covered,electric,2,3
9.670302468469634,5.301667329315158,brown,uncovered,gas,5,3
11.89693878069017,4.864696402994484,brown,uncovered,electric,3,3
12.143718633602179,7.950703429150609,brown,covered,electric,4,1
10.933037646670778,7.201442686618285,brown,covered,electric,1,4
8.76495799981769,7.157815556512117,white,covered,electric,5,4
12.97040522857281,7.163491703333448,brown,uncovered,electric,4,2
12.332976813601086,4.7231567864386506,white,covered,electric,1,4
15.846589551279887,8.134909613514365,white,covered,gas,4,3
13.526666307260903,5.719035587722171,white,covered,gas,1,1
12.098313596534865,5.817077558905787,white,covered,electric,5,2
12.139878958595133,6.467897083719928,white,uncovered,gas,5,4
11.095860834013934,6.283458020797938,white,covered,electric,3,4
11.514739069481347,6.2602016244864895,brown,uncovered,electric,1,2
11.560041527026993,6.765576691287984,brown,covered,electric,3,5
9.302501318933546,7.67984348765,brown,covered,gas,4,4
11.188390685560053,6.286488152193394,brown,covered,gas,2,5
9.706136339468488,6.904890965949989,white,covered,gas,2,2
10.053154381296016,6.391385532056771,white,covered,gas,5,1
15.241613469181136,4.290968522116007,white,uncovered,gas,5,5
7.936786442214363,7.533615964823769,brown,covered,electric,4,4
10.731015277578669,6.076543575220846,white,uncovered,electric,2,5
10.589335809314948,9.147815919730332,white,covered,electric,1,3
10.51138425350888,5.469273046238136,white,covered,electric,3,2
13.372261107725686,5.537699557582183,brown,covered,gas,3,3
9.954329050365997,6.67065899308715,white,uncovered,electric,4,4
13.927595653191748,6.107654877134798,white,uncovered,electric,5,2
12.268741494970133,5.272929093484249,brown,uncovered,gas,3,5
12.450623016186704,8.504008129122719,brown,uncovered,electric,1,1
11.79959774273958,4.911722512498598,brown,covered,gas,1,5
9.408949606502965,7.114322392060158,white,uncovered,electric,2,3
7.0573759875554885,4.849462858477274,white,covered,gas,3,2
11.484700054370988,6.222554608522296,brown,uncovered,electric,1,1
9.302069114723801,6.154816235045039,white,uncovered,gas,3,4
10.199123620478963,5.9894811215816075,white,covered,gas,1,2
11.629395273653083,6.667180452279397,white,covered,gas,1,4
11.317669381329766,6.38772165237987,brown,covered,electric,4,1
11.724313872858199,8.007362222306888,brown,uncovered,electric,4,1
12.95983063337501,8.541659585512699,white,covered,electric,1,1
11.24488598075126,7.249172062141505,white,covered,gas,2,5
11.611068639132634,6.123880843918541,brown,uncovered,electric,4,4
10.638722370091811,7.570726642517444,white,uncovered,gas,4,5
11.202763809818968,4.890051971214303,white,covered,electric,2,1
12.930566753756795,6.025329295494087,white,covered,electric,4,5
12.676328241042441,7.705057538970775,brown,covered,electric,1,4
12.444120085395703,6.344887694028236,brown,covered,gas,5,5
8.938758100262156,6.359947047337235,white,covered,electric,3,4
10.580059676081145,6.134983549918339,white,covered,gas,5,5
15.21498219268944,5.852697005714103,brown,covered,electric,4,4
9.359662483585096,7.45440529356997,white,covered,electric,1,1
12.850784640892371,5.8580252640828014,brown,covered,electric,3,3
9.094823262079958,6.7528394745997264,white,uncovered,gas,3,2
11.858103534803352,5.424612283040693,white,uncovered,gas,2,1
12.703243469218764,5.9609061166442805,white,uncovered,electric,3,3
11.5557108357673,6.449665339167159,white,uncovered,gas,3,5
10.074736871984493,4.731997391171196,white,covered,electric,3,4
10.129851511317847,6.015982153153855,brown,covered,electric,1,1
9.057944798333114,7.074211991380066,white,uncovered,gas,1,2
13.827218604845259,6.481600433817794,brown,uncovered,gas,4,3
10.994674691845155,6.986295992067179,white,uncovered,gas,5,3
13.244690228556653,5.484900441316117,white,covered,gas,1,5
11.892441583063835,6.742613988022372,brown,uncovered,gas,2,5
14.939742975228661,7.648178890202688,brown,covered,electric,5,3
15.064531344010206,6.249952525084491,white,uncovered,electric,1,2
15.367391849122718,6.241017503709936,brown,covered,electric,2,4
13.064531764031702,6.102241198162196,brown,uncovered,gas,1,2
10.85451197765448,7.612376000738883,white,uncovered,gas,1,2
14.0393839917935,6.852393240795405,brown,uncovered,gas,3,2
7.693934884267024,7.234941048079546,brown,uncovered,electric,1,1
13.213414091723447,5.951888071705952,white,uncovered,gas,2,5
12.601069888028988,5.838909682436483,brown,covered,electric,4,4
8.938151205828255,8.280762836192654,white,uncovered,gas,4,5
9.995744969323662,5.986843666795648,brown,uncovered,electric,1,3
12.739975292150062,5.50592857954389,white,covered,electric,4,1
11.237615585908042,6.781487262353963,white,covered,gas,2,1
9.20240533792519,5.900430175984615,white,covered,gas,2,2
9.631443034187763,6.3009010625277435,white,covered,gas,5,3
9.602554484390897,7.141343788984858,white,uncovered,gas,1,5
13.141951866514631,6.676909407232968,brown,covered,electric,3,2
7.943900424673353,5.956673569938699,white,uncovered,electric,5,3
9.95909390968622,6.295903776507341,white,uncovered,electric,5,5
12.584520719921834,5.611693610938017,brown,uncovered,gas,1,1
13.44427347755462,6.007742303670737,brown,uncovered,electric,4,1
12.096380251632972,6.519162944018482,brown,uncovered,electric,2,3
8.908353023654605,6.236703162800113,brown,covered,gas,4,5
